display_address,bathrooms,bedrooms,building_id,created,description,features,latitude,listing_id,longitude,manager_id,photos,price,street_address,interest_level
E 82nd Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 83,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 83 St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 83 St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 83 Street,40,40,40,40,40,40,40,40,40,40,40,40,40,40
E 83rd St,12,12,12,12,12,12,12,12,12,12,12,12,12,12
E 83rd St and 1st Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E 83rd St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 83rd St.,12,12,12,12,12,12,12,12,12,12,12,12,12,12
E 83rd street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 83rd.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 84,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 84 St,17,17,17,17,17,17,17,17,17,17,17,17,17,17
E 84 St.,12,12,12,12,12,12,12,12,12,12,12,12,12,12
E 84 Street,20,20,20,20,20,20,20,20,20,20,20,20,20,20
E 84th,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 84th St,11,11,11,11,11,11,11,11,11,11,11,11,11,11
E 84th St.,42,42,42,42,42,42,42,42,42,42,42,42,42,42
E 84th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 85,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 85 AND YORK AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 85 St,21,21,21,21,21,21,21,21,21,21,21,21,21,21
E 85 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 85 Street,56,56,56,56,56,56,56,56,56,56,56,56,56,56
E 85 Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 85th *2bed/2bath*SHARE*,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 85th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 85th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E 85th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 85th St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 86 St,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E 86 St.,16,16,16,16,16,16,16,16,16,16,16,16,16,16
E 86 Street,46,46,46,46,46,46,46,46,46,46,46,46,46,46
E 86 and 2 ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 86th,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 86th St,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 86th St.,44,44,44,44,44,44,44,44,44,44,44,44,44,44
E 86th St. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 87,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 87 & 88,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 87 St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 87 St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 87 Street,61,61,61,61,61,61,61,61,61,61,61,61,61,61
E 87 and York ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 87TH STREET ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 87th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 87th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 87th St.,29,29,29,29,29,29,29,29,29,29,29,29,29,29
E 87th Street and First Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 87th Street and Second Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 88,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 88 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 88 St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E 88 Street,42,42,42,42,42,42,42,42,42,42,42,42,42,42
E 88TH STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 88nd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 88th,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 88th St,25,25,25,25,25,25,25,25,25,25,25,25,25,25
"E 88th St,",2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 88th St.,14,14,14,14,14,14,14,14,14,14,14,14,14,14
E 88th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 88th Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 88th and 3rd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 88th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 88th street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 89,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 89 AND YORK aVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 89 St,21,21,21,21,21,21,21,21,21,21,21,21,21,21
E 89 St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 89 Street,68,68,68,68,68,68,68,68,68,68,68,68,68,68
E 89 and 2 ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 89 st/ Third Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 89th & 3rd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 89th St,16,16,16,16,16,16,16,16,16,16,16,16,16,16
E 89th St ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"E 89th St,",2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 89th St.,21,21,21,21,21,21,21,21,21,21,21,21,21,21
E 8th Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 8th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 8th St & Avenue A,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 9 St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 9 Street,45,45,45,45,45,45,45,45,45,45,45,45,45,45
E 90,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E 90 St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 90 Street,68,68,68,68,68,68,68,68,68,68,68,68,68,68
E 90 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 90 and 2 ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 90'S AND 2ND AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 90'S AND 2ND STREET ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 90's and 2nd Ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 90's and Lexington ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 90's and Lexington Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 90th St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E 90th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 90th St & 2nd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 90th St.,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 91 St,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 91 St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 91 Street,27,27,27,27,27,27,27,27,27,27,27,27,27,27
E 91 Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 91 and 1 Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 91st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 91st St,16,16,16,16,16,16,16,16,16,16,16,16,16,16
E 91st St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 91st and 2nd Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 92,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 92 St,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 92 St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 92 Street,40,40,40,40,40,40,40,40,40,40,40,40,40,40
E 92nd St,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E 92nd St.,27,27,27,27,27,27,27,27,27,27,27,27,27,27
E 93 Street,45,45,45,45,45,45,45,45,45,45,45,45,45,45
E 93rd,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 93rd & 3rd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 93rd St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 93rd St.,13,13,13,13,13,13,13,13,13,13,13,13,13,13
E 94 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 94 St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
E 94th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 94th St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
E 95,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 95 St.,20,20,20,20,20,20,20,20,20,20,20,20,20,20
E 95 Street,18,18,18,18,18,18,18,18,18,18,18,18,18,18
E 95th,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E 95th St,71,71,71,71,71,71,71,71,71,71,71,71,71,71
E 95th St.,23,23,23,23,23,23,23,23,23,23,23,23,23,23
E 96,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 96 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 96 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 96 Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E 96th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"E 96th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 96th St.,20,20,20,20,20,20,20,20,20,20,20,20,20,20
E 96th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 97 Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 97th ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 99 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 99th & Lex *TRUE 1 BED*,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 99th street ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E 9th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 9th St,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E 9th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 9th St between 1st and 2nd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E 9th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
E 9th St.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
E 9th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E Fifth Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E Houston St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E Houston St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E Mosholu Pkwy S,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E-46St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 102nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 10th & 2nd Ave. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 11th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E. 12 ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 12 & Ave. A,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 13th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 13th and 1st avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 14th St. & Ave. C,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 14th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E. 17th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 20th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E. 22nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 23rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 25th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E. 28th Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E. 30th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 33rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 34th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E. 35th St and Third Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 44th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 46th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 46th St. & Lexington Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 52nd Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
E. 54th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 55th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 56th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 5th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 61st Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E. 62nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 65th street Renovated Conv 3 bed 2 Bath,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 69th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 6th St and 2nd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 6th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E. 70th St. & 2nd Ave. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 72nd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E. 73rd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E. 74th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 75th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 76th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 78th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 78th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E. 81st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 82nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 84th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 86th & 1st Ave. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 86th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E. 87th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 88th St. & 1st Ave. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 89th St. & 2nd Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 89th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E. 90's-Upper East side,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 91st Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
E. 95th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E. 9th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E.10th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E.19th Street/Beverly Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E.34th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E21st St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E53 & 2nd ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E53rd Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
E63 st & Park Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E70 PREMIUM HUUUGE 1BR**2 WALK-IN CLOSETS,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E85 TEMPTING SPACIOUS ST W/SEPARATE KTN,1,1,1,1,1,1,1,1,1,1,1,1,1,1
E92 St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
E97th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EASE IT ON DOWN TO THE EAST VILLAGE!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST 11 TH ST,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST 14TH STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST 30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST 36th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST 37 & LEX,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST 3RD STREET_______NO BROKER FEE_____TRUE 3 BEDROOM BRAND NEW RENOVATED WITH WASHER/DRYER______CALL TODAY FOR SHOWINGS!!!!!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST 60TH 2BEDROOM!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST 63RD STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST 63RD STREET______ MORE SQFT FOR YOUR BUCK!!!!!! SUPER SPACIOUS 2 BEDROOM 3 BATH WITH PRIVATE OUTDOOR SPACE_____NO BROKER FEE!!!!!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST 65TH STREET _______DEAL DEAL DEAL!!!!! AMAZING HUGE TRUE 3 BEDROOM WITH QUEENS SIZE BEDROOMS____CALL TODAY FOR VIEWING!!!!!!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST 68TH STREET _______UNDER MARKET PRICED!!!!!!! TRUE 4 BEDROOM 2BATH JUST STEPS FROM 67TH STREET STATION. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST 70TH STREET _______ SUPER SPACIOUS KING SIZE 1 BEDROOM/NEWLY RENOVATED IN ELEVATOR BUILDING!!!!! PLEASE CALL TODAY WILL NOT LAST!!!!!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"EAST 84TH STREET_________ SUPER SPACIOUS______REAL 2 BEDROOM, PERFECT FOR SHARE_____ CALL TODAY FOR VIEWING______",1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST 8TH STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST VILLAGE,2,2,2,2,2,2,2,2,2,2,2,2,2,2
EAST VILLAGE 5BR!!! LAUNDRY IS HERE TOO!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST VILLAGE SPECTACULAR,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST VILLAGE! 4BR! THIS IS SO AMAZING!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST VILLAGE! STUNNING 2BR!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST VILLAGE!!! SO PERFECT!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EAST VILLAGE/GRAMERCY,2,2,2,2,2,2,2,2,2,2,2,2,2,2
EAST VILLAGE/GRANERCY,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EIGHT AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EXCLUSIVE & FURNISHED! ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EXCLUSIVE & MASSIVE! 1000 SQ FT! DOORMAN!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EXCLUSIVE! GET IT BEFORE IT'S GONE!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EXCLUSIVE! HOW PERFECT DOORMAN!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EXCLUSIVE! NO FEE 2 BEDROOM!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EXCLUSIVE! NO FEE! WONDERFUL 2BEDROOM!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EXCLUSIVE! SPECIAL STUDIO IN MIDTOWN EAST!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EXCLUSIVE!! DOORMAN AND ALL!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EXCLUSIVE-Astoria 3 Bedroom Near Train - $2500,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EYE-CATCHING GENEROUS RENO 3BR,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eagle Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
East  10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East  117th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East  12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East  22nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East  4th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East  96th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 100th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 100th Street,28,28,28,28,28,28,28,28,28,28,28,28,28,28
East 101st Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
East 102nd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 102nd Street,37,37,37,37,37,37,37,37,37,37,37,37,37,37
"East 102nd Street  New York, NY 10029",1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 102nd Street Btw Park Avenue and Lexington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 103rd Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
East 105th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 105th Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
East 106,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 106 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 106 Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
East 106th Street,23,23,23,23,23,23,23,23,23,23,23,23,23,23
East 107th & Lexington Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 107th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 108th Street,15,15,15,15,15,15,15,15,15,15,15,15,15,15
East 109,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 109th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
East 10th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 10th St (Ave A & B),1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 10th St. and First Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 10th Street,122,122,122,122,122,122,122,122,122,122,122,122,122,122
East 11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 110th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
East 111th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
East 112 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 112th Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
East 114th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
East 115th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
East 116th Street,11,11,11,11,11,11,11,11,11,11,11,11,11,11
East 116th Street & Third/Second Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 117 Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
East 117th,2,2,2,2,2,2,2,2,2,2,2,2,2,2
East 117th Street,28,28,28,28,28,28,28,28,28,28,28,28,28,28
East 117th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 118 St & 3 Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 118th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
East 118th Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
East 118th Street & 1st Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 118th Street & 3rd Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 119,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 119th Street,8,8,8,8,8,8,8,8,8,8,8,8,8,8
East 119th and Pleasant ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 11th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 11th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 11th Street,94,94,94,94,94,94,94,94,94,94,94,94,94,94
East 11th Street & Avenue B,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 11th Street & Avenue B/C,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 11th Street and 2nd avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 12 - East Village,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 12 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
East 122nd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 122nd Street,13,13,13,13,13,13,13,13,13,13,13,13,13,13
East 124th Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
East 125th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 125th Street.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 126th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 129th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
East 12th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 12th Street,141,141,141,141,141,141,141,141,141,141,141,141,141,141
East 12th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 12th Street & 3rd Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 12th Street - UNION SQUARE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 12th Street and Third Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 12th street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 130th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 138th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 13st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 13th St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
East 13th Street,105,105,105,105,105,105,105,105,105,105,105,105,105,105
East 13th Street & 1st Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 13th near 1st Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 14,2,2,2,2,2,2,2,2,2,2,2,2,2,2
East 14 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 14th Street,93,93,93,93,93,93,93,93,93,93,93,93,93,93
East 14th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 15 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 15th Street,21,21,21,21,21,21,21,21,21,21,21,21,21,21
East 16th ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 16th Street,87,87,87,87,87,87,87,87,87,87,87,87,87,87
East 16th Street and Irving Pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 175th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"East 17th St Brooklyn, NY 11229",1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 17th Street,19,19,19,19,19,19,19,19,19,19,19,19,19,19
East 18th Street,47,47,47,47,47,47,47,47,47,47,47,47,47,47
East 18th Street & 2nd Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 18th Street and Irving Place NY NY,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 18th and church avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 19th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
East 19th Street,38,38,38,38,38,38,38,38,38,38,38,38,38,38
East 19th Street & 3rd Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 19th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 1st St. near 2nd Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 1st Street,55,55,55,55,55,55,55,55,55,55,55,55,55,55
East 201st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 202nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 205th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
East 20th Street,77,77,77,77,77,77,77,77,77,77,77,77,77,77
East 21st St and 3rd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
